NEV;VALUE;M_KOD;VON_IDO
Sárospataki járás;-1,8;TYWC008;2024
Sárvári járás;-0,6;TYWC008;2024
Sátoraljaújhelyi járás;-4,8;TYWC008;2024
Sellyei járás;-1,7;TYWC008;2024
Siklósi járás;-2,2;TYWC008;2024
Siófoki járás;-0,4;TYWC008;2024
Soproni járás;1,6;TYWC008;2024
Sümegi járás;-1,8;TYWC008;2024
Szarvasi járás;-2,2;TYWC008;2024
Szécsényi járás;-1,8;TYWC008;2024
Szegedi járás;-0,5;TYWC008;2024
Szeghalmi járás;-4,4;TYWC008;2024
Székesfehérvári járás;1;TYWC008;2024
Szekszárdi járás;0,7;TYWC008;2024
Szentendrei járás;0;TYWC008;2024
Szentesi járás;-0,8;TYWC008;2024
Szentgotthárdi járás;-3,4;TYWC008;2024
Szentlőrinci járás;-4,8;TYWC008;2024
Szerencsi járás;-0,9;TYWC008;2024
Szigetszentmiklósi járás;0,6;TYWC008;2024
Szigetvári járás;-1;TYWC008;2024
Szikszói járás;-0,4;TYWC008;2024
Szobi járás;0,2;TYWC008;2024
Szolnoki járás;-0,4;TYWC008;2024
Szombathelyi járás;-0,2;TYWC008;2024
Tabi járás;-5,4;TYWC008;2024
Tamási járás;-0,6;TYWC008;2024
Tapolcai járás;0,9;TYWC008;2024
Tatabányai járás;-1,7;TYWC008;2024
Tatai járás;6,2;TYWC008;2024
Téti járás;4,8;TYWC008;2024
Tiszafüredi járás;7,7;TYWC008;2024
Tiszakécskei járás;1,9;TYWC008;2024
Tiszaújvárosi járás;-0,5;TYWC008;2024
Tiszavasvári járás;-1,1;TYWC008;2024
Tokaji járás;-2;TYWC008;2024
Tolnai járás;-5,1;TYWC008;2024
Törökszentmiklósi járás;-3,5;TYWC008;2024
Váci járás;0,8;TYWC008;2024
Várpalotai járás;-0,8;TYWC008;2024
Vásárosnaményi járás;-4,2;TYWC008;2024
Vasvári járás;2,1;TYWC008;2024
Vecsési járás;-0,2;TYWC008;2024
Veszprémi járás;-1,5;TYWC008;2024
Záhonyi járás;-2,9;TYWC008;2024
Zalaegerszegi járás;0,3;TYWC008;2024
Zalaszentgróti járás;-4,8;TYWC008;2024
Zirci járás;0,2;TYWC008;2024
Ajkai járás;108,7870801;TYWF001;2024
Aszódi járás;87,0537497;TYWF001;2024
Bácsalmási járás;88,97531082;TYWF001;2024
Bajai járás;138,4638794;TYWF001;2024
Baktalórántházai járás;103,4024609;TYWF001;2024
Balassagyarmati járás;114,984333;TYWF001;2024
Balatonalmádi járás;90,43736101;TYWF001;2024
Balatonfüredi járás;210,8031719;TYWF001;2024
Balmazújvárosi járás;100,3812389;TYWF001;2024
Barcsi járás;105,4748823;TYWF001;2024
Bátonyterenyei járás;74,125799;TYWF001;2024
Békéscsabai járás;139,3928606;TYWF001;2024
Békési járás;93,77425866;TYWF001;2024
Bélapátfalvai járás;77,1505722;TYWF001;2024
Berettyóújfalui járás;112,7568557;TYWF001;2024
Bicskei járás;75,8687526;TYWF001;2024
Bólyi járás;73,79737609;TYWF001;2024
Bonyhádi járás;120,6532041;TYWF001;2024
Budakeszi járás;98,95980896;TYWF001;2024
Budapest, illetve fiktív területi egység;119,0060105;TYWF001;2024
Ceglédi járás;95,06892777;TYWF001;2024
Celldömölki járás;117,5093422;TYWF001;2024
Cigándi járás;56,16794215;TYWF001;2024
Csengeri járás;113,3878675;TYWF001;2024
Csongrádi járás;104,1210529;TYWF001;2024
Csornai járás;120,5046723;TYWF001;2024
Csurgói járás;65,2114223;TYWF001;2024
Dabasi járás;85,21010042;TYWF001;2024
Debreceni járás;99,14490409;TYWF001;2024
Derecskei járás;75,69780057;TYWF001;2024
Devecseri járás;76,37437856;TYWF001;2024
Dombóvári járás;100,0884173;TYWF001;2024
Dunakeszi járás;76,31222602;TYWF001;2024
Dunaújvárosi járás;81,08015254;TYWF001;2024
Edelényi járás;70,31594879;TYWF001;2024
Egri járás;132,5840724;TYWF001;2024
Encsi járás;74,30748248;TYWF001;2024
Enyingi járás;76,05152879;TYWF001;2024
Érdi járás;74,43660369;TYWF001;2024
Esztergomi járás;103,474567;TYWF001;2024
Fehérgyarmati járás;107,4392197;TYWF001;2024
Fonyódi járás;140,7416473;TYWF001;2024
Füzesabonyi járás;95,13210798;TYWF001;2024
Gárdonyi járás;66,78620618;TYWF001;2024
Gödöllői járás;80,33427015;TYWF001;2024
Gönci járás;62,69985579;TYWF001;2024
Gyáli járás;69,33443534;TYWF001;2024
Gyomaendrődi járás;102,4245423;TYWF001;2024
Gyöngyösi járás;107,0725428;TYWF001;2024
Győri járás;119,6376772;TYWF001;2024
Gyulai járás;119,4029851;TYWF001;2024
Hajdúböszörményi járás;107,5154354;TYWF001;2024
Hajdúhadházi járás;77,54565871;TYWF001;2024
Hajdúnánási járás;115,9514521;TYWF001;2024
Hajdúszoboszlói járás;114,3872114;TYWF001;2024
Hatvani járás;104,984757;TYWF001;2024
Hegyháti járás;95,57945042;TYWF001;2024
Hevesi járás;84,29862332;TYWF001;2024
Hódmezővásárhelyi járás;117,7807827;TYWF001;2024
Ibrányi járás;99,56412021;TYWF001;2024
Jánoshalmai járás;104,5639879;TYWF001;2024
Jászapáti járás;74,8032771;TYWF001;2024
Jászberényi járás;117,9540924;TYWF001;2024
Kalocsai járás;120,6831289;TYWF001;2024
Kaposvári járás;96,66792169;TYWF001;2024
Kapuvári járás;103,2349745;TYWF001;2024
Karcagi járás;111,9283659;TYWF001;2024
Kazincbarcikai járás;94,28710598;TYWF001;2024
Kecskeméti járás;118,3877149;TYWF001;2024
Kemecsei járás;82,28248698;TYWF001;2024
Keszthelyi járás;167,4626181;TYWF001;2024
Kisbéri járás;82,80590717;TYWF001;2024
Kiskőrösi járás;137,02116;TYWF001;2024
Kiskunfélegyházi járás;132,4653913;TYWF001;2024
Kiskunhalasi járás;150,2200192;TYWF001;2024
Kiskunmajsai járás;134,7196601;TYWF001;2024
Kisteleki járás;96,98527693;TYWF001;2024
Kisvárdai járás;121,3906191;TYWF001;2024
Komáromi járás;105,5040041;TYWF001;2024
Komlói járás;88,73567621;TYWF001;2024
Körmendi járás;99,30001628;TYWF001;2024
Kőszegi járás;93,77197781;TYWF001;2024
Kunhegyesi járás;91,07659911;TYWF001;2024
Kunszentmártoni járás;106,8334937;TYWF001;2024
Kunszentmiklósi járás;91,65460685;TYWF001;2024
Lenti járás;117,0692707;TYWF001;2024
Letenyei járás;62,65399507;TYWF001;2024
Makói járás;106,0735672;TYWF001;2024
Marcali járás;98,60644519;TYWF001;2024
Martonvásári járás;64,38073558;TYWF001;2024
Mátészalkai járás;109,9570322;TYWF001;2024
Mezőcsáti járás;87,73245351;TYWF001;2024
Mezőkovácsházai járás;104,7562463;TYWF001;2024
Mezőkövesdi járás;108,7438392;TYWF001;2024
Mezőtúri járás;113,00823;TYWF001;2024
Miskolci járás;96,033138;TYWF001;2024
Mohácsi járás;102,5273458;TYWF001;2024
Monori járás;79,17485794;TYWF001;2024
Mórahalmi járás;80,88623176;TYWF001;2024
Móri járás;87,58773772;TYWF001;2024
Mosonmagyaróvári járás;90,64199537;TYWF001;2024
Nagyatádi járás;107,5895459;TYWF001;2024
Nagykállói járás;99,22625018;TYWF001;2024
Nagykanizsai járás;116,2656178;TYWF001;2024
Nagykátai járás;75,07650459;TYWF001;2024
Nagykőrösi járás;96,59493529;TYWF001;2024
Nyíradonyi járás;89,74082849;TYWF001;2024
Nyírbátori járás;102,849905;TYWF001;2024
Nyíregyházai járás;119,0483572;TYWF001;2024
Orosházi járás;139,166364;TYWF001;2024
Oroszlányi járás;74,52037419;TYWF001;2024
Ózdi járás;88,47511769;TYWF001;2024
Paksi járás;142,2550053;TYWF001;2024
Pannonhalmi járás;66,78006678;TYWF001;2024
Pápai járás;112,8609412;TYWF001;2024
Pásztói járás;79,38173171;TYWF001;2024
Pécsi járás;111,9073838;TYWF001;2024
Pécsváradi járás;89,86473967;TYWF001;2024
Pétervásárai járás;83,89351976;TYWF001;2024
Pilisvörösvári járás;68,40914195;TYWF001;2024
Putnoki járás;67,75799005;TYWF001;2024
Püspökladányi járás;104,1164288;TYWF001;2024
Ráckevei járás;85,32683224;TYWF001;2024
Rétsági járás;61,49147786;TYWF001;2024
Salgótarjáni járás;105,0868669;TYWF001;2024
Sárbogárdi járás;89,08685969;TYWF001;2024
Sarkadi járás;76,24993603;TYWF001;2024
Sárospataki járás;113,1431358;TYWF001;2024
Sárvári járás;101,1850008;TYWF001;2024
Sátoraljaújhelyi járás;139,9648797;TYWF001;2024
Sellyei járás;76,37929634;TYWF001;2024
Siklósi járás;123,7162933;TYWF001;2024
Siófoki járás;171,717971;TYWF001;2024
Soproni járás;95,9518482;TYWF001;2024
Sümegi járás;114,8441401;TYWF001;2024
Szarvasi járás;124,6259173;TYWF001;2024
Szécsényi járás;101,2087213;TYWF001;2024
Szegedi járás;137,2417087;TYWF001;2024
Szeghalmi járás;132,9892815;TYWF001;2024
Székesfehérvári járás;104,12356;TYWF001;2024
Szekszárdi járás;144,4579967;TYWF001;2024
Szentendrei járás;80,53798008;TYWF001;2024
Szentesi járás;133,4577431;TYWF001;2024
Szentgotthárdi járás;112,0652016;TYWF001;2024
Szentlőrinci járás;70,65057404;TYWF001;2024
Szerencsi járás;98,56014096;TYWF001;2024
Szigetszentmiklósi járás;79,45358238;TYWF001;2024
Szigetvári járás;106,4825128;TYWF001;2024
Szikszói járás;70,62228654;TYWF001;2024
Szobi járás;58,51444949;TYWF001;2024
Szolnoki járás;110,6839318;TYWF001;2024
Szombathelyi járás;100,1293755;TYWF001;2024
Tabi járás;94,14041879;TYWF001;2024
Tamási járás;111,1144122;TYWF001;2024
Tapolcai járás;125,690522;TYWF001;2024
Tatabányai járás;94,7061969;TYWF001;2024
Tatai járás;97,8025846;TYWF001;2024
Téti járás;57,87864993;TYWF001;2024
Tiszafüredi járás;129,7814208;TYWF001;2024
Tiszakécskei járás;116,6701266;TYWF001;2024
Tiszaújvárosi járás;88,66349272;TYWF001;2024
Tiszavasvári járás;101,7447637;TYWF001;2024
Tokaji járás;127,3828612;TYWF001;2024
Tolnai járás;91,99417758;TYWF001;2024
Törökszentmiklósi járás;101,5750174;TYWF001;2024
Váci járás;85,79035598;TYWF001;2024
Várpalotai járás;83,05788626;TYWF001;2024
Vásárosnaményi járás;91,20866188;TYWF001;2024
Vasvári járás;78,37604828;TYWF001;2024
Vecsési járás;99,63552809;TYWF001;2024
Veszprémi járás;128,2594461;TYWF001;2024
Záhonyi járás;79,85907223;TYWF001;2024
Zalaegerszegi járás;112,2074516;TYWF001;2024
Zalaszentgróti járás;90,74669525;TYWF001;2024
Zirci járás;91,48369927;TYWF001;2024
Ajkai járás;36,16890035;TYWF103;2024
Aszódi járás;27,42060006;TYWF103;2024
Bácsalmási járás;32,4082258;TYWF103;2024
Bajai járás;41,75894774;TYWF103;2024
Baktalórántházai járás;37,54837964;TYWF103;2024
Balassagyarmati járás;45,32229185;TYWF103;2024
Balatonalmádi járás;95,62638992;TYWF103;2024
Balatonfüredi járás;255,5546832;TYWF103;2024
Balmazújvárosi járás;42,67077052;TYWF103;2024
Barcsi járás;40,71821036;TYWF103;2024
Bátonyterenyei járás;38,13718644;TYWF103;2024
Békéscsabai járás;37,79217045;TYWF103;2024
Békési járás;37,57180562;TYWF103;2024
Bélapátfalvai járás;95,15237238;TYWF103;2024
Berettyóújfalui járás;37,33834475;TYWF103;2024
Bicskei járás;39,8726291;TYWF103;2024
Bólyi járás;33,70991254;TYWF103;2024
Bonyhádi járás;34,26405191;TYWF103;2024
Budakeszi járás;38,34945562;TYWF103;2024
Budapest, illetve fiktív területi egység;53,32869692;TYWF103;2024
Ceglédi járás;32,8440244;TYWF103;2024
Celldömölki járás;51,32591959;TYWF103;2024
Cigándi járás;19,65877975;TYWF103;2024
Csengeri járás;29,96679355;TYWF103;2024
Csongrádi járás;60,81837201;TYWF103;2024
Csornai járás;44,04870528;TYWF103;2024
Csurgói járás;27,45744097;TYWF103;2024
Dabasi járás;28,85834065;TYWF103;2024
Debreceni járás;36,7922348;TYWF103;2024
Derecskei járás;21,94496499;TYWF103;2024
Devecseri járás;41,78975431;TYWF103;2024
Dombóvári járás;33,95225464;TYWF103;2024
Dunakeszi járás;29,26258291;TYWF103;2024
Dunaújvárosi járás;35,50119673;TYWF103;2024
Edelényi járás;27,43267957;TYWF103;2024
Egri járás;66,8564906;TYWF103;2024
Encsi járás;21,16352349;TYWF103;2024
Enyingi járás;28,45465363;TYWF103;2024
Érdi járás;25,34334927;TYWF103;2024
Esztergomi járás;46,72693606;TYWF103;2024
Fehérgyarmati járás;39,30703159;TYWF103;2024
Fonyódi járás;135,8462856;TYWF103;2024
Füzesabonyi járás;47,02757036;TYWF103;2024
Gárdonyi járás;65,74673215;TYWF103;2024
Gödöllői járás;29,34812346;TYWF103;2024
Gönci járás;36,36591636;TYWF103;2024
Gyáli járás;26,63176986;TYWF103;2024
Gyomaendrődi járás;46,51162791;TYWF103;2024
Gyöngyösi járás;52,55187036;TYWF103;2024
Győri járás;54,01238381;TYWF103;2024
Gyulai járás;56,96289196;TYWF103;2024
Hajdúböszörményi járás;30,87076858;TYWF103;2024
Hajdúhadházi járás;15,25488368;TYWF103;2024
Hajdúnánási járás;33,95463083;TYWF103;2024
Hajdúszoboszlói járás;71,04795737;TYWF103;2024
Hatvani járás;40,3787527;TYWF103;2024
Hegyháti járás;42,27552615;TYWF103;2024
Hevesi járás;33,05233792;TYWF103;2024
Hódmezővásárhelyi járás;41,93858154;TYWF103;2024
Ibrányi járás;33,95274145;TYWF103;2024
Jánoshalmai járás;32,8817572;TYWF103;2024
Jászapáti járás;36,26825556;TYWF103;2024
Jászberényi járás;41,09898691;TYWF103;2024
Kalocsai járás;45,86849547;TYWF103;2024
Kaposvári járás;39,62725904;TYWF103;2024
Kapuvári járás;35,94416116;TYWF103;2024
Karcagi járás;39,97441637;TYWF103;2024
Kazincbarcikai járás;33,05267553;TYWF103;2024
Kecskeméti járás;39,29108845;TYWF103;2024
Kemecsei járás;23,85705244;TYWF103;2024
Keszthelyi járás;110,1124064;TYWF103;2024
Kisbéri járás;29,00843882;TYWF103;2024
Kiskőrösi járás;36,60422417;TYWF103;2024
Kiskunfélegyházi járás;45,19741891;TYWF103;2024
Kiskunhalasi járás;56,64862678;TYWF103;2024
Kiskunmajsai járás;58,13628487;TYWF103;2024
Kisteleki járás;42,06590325;TYWF103;2024
Kisvárdai járás;44,17822531;TYWF103;2024
Komáromi járás;51,3537562;TYWF103;2024
Komlói járás;40,53752115;TYWF103;2024
Körmendi járás;60,23115741;TYWF103;2024
Kőszegi járás;82,44119716;TYWF103;2024
Kunhegyesi járás;53,69834167;TYWF103;2024
Kunszentmártoni járás;34,96952198;TYWF103;2024
Kunszentmiklósi járás;26,53159672;TYWF103;2024
Lenti járás;65,67300554;TYWF103;2024
Letenyei járás;38,01478353;TYWF103;2024
Makói járás;39,34987169;TYWF103;2024
Marcali járás;51,63618266;TYWF103;2024
Martonvásári járás;24,18723768;TYWF103;2024
Mátészalkai járás;25,88219373;TYWF103;2024
Mezőcsáti járás;33,74325135;TYWF103;2024
Mezőkovácsházai járás;41,90249851;TYWF103;2024
Mezőkövesdi járás;56,32774402;TYWF103;2024
Mezőtúri járás;52,40961389;TYWF103;2024
Miskolci járás;45,99982778;TYWF103;2024
Mohácsi járás;35,52619278;TYWF103;2024
Monori járás;27,60347938;TYWF103;2024
Mórahalmi járás;38,33304027;TYWF103;2024
Móri járás;34,79512868;TYWF103;2024
Mosonmagyaróvári járás;40,63261862;TYWF103;2024
Nagyatádi járás;44,82897745;TYWF103;2024
Nagykállói járás;29,37383579;TYWF103;2024
Nagykanizsai járás;56,1082832;TYWF103;2024
Nagykátai járás;24,61747705;TYWF103;2024
Nagykőrösi járás;29,09036661;TYWF103;2024
Nyíradonyi járás;25,12743198;TYWF103;2024
Nyírbátori járás;28,1190627;TYWF103;2024
Nyíregyházai járás;45,26317748;TYWF103;2024
Orosházi járás;49,49146386;TYWF103;2024
Oroszlányi járás;30,91802759;TYWF103;2024
Ózdi járás;29,21149966;TYWF103;2024
Paksi járás;44,34492448;TYWF103;2024
Pannonhalmi járás;37,8000378;TYWF103;2024
Pápai járás;47,97054831;TYWF103;2024
Pásztói járás;31,82263254;TYWF103;2024
Pécsi járás;49,0639792;TYWF103;2024
Pécsváradi járás;52,80711506;TYWF103;2024
Pétervásárai járás;52,70233934;TYWF103;2024
Pilisvörösvári járás;26,08530413;TYWF103;2024
Putnoki járás;35,97769383;TYWF103;2024
Püspökladányi járás;37,16417487;TYWF103;2024
Ráckevei járás;37,58443801;TYWF103;2024
Rétsági járás;46,6344765;TYWF103;2024
Salgótarjáni járás;45,82597173;TYWF103;2024
Sárbogárdi járás;30,3356117;TYWF103;2024
Sarkadi járás;32,23990584;TYWF103;2024
Sárospataki járás;65,34991465;TYWF103;2024
Sárvári járás;53,56852984;TYWF103;2024
Sátoraljaújhelyi járás;64,55944634;TYWF103;2024
Sellyei járás;39,00219387;TYWF103;2024
Siklósi járás;75,67113086;TYWF103;2024
Siófoki járás;161,8263828;TYWF103;2024
Soproni járás;46,9988177;TYWF103;2024
Sümegi járás;37,0925173;TYWF103;2024
Szarvasi járás;50,83425573;TYWF103;2024
Szécsényi járás;41,06182407;TYWF103;2024
Szegedi járás;52,18472159;TYWF103;2024
Szeghalmi járás;47,63795157;TYWF103;2024
Székesfehérvári járás;38,57911388;TYWF103;2024
Szekszárdi járás;49,74081415;TYWF103;2024
Szentendrei járás;45,89188145;TYWF103;2024
Szentesi járás;46,93640965;TYWF103;2024
Szentgotthárdi járás;59,67108136;TYWF103;2024
Szentlőrinci járás;33,11745658;TYWF103;2024
Szerencsi járás;37,71714891;TYWF103;2024
Szigetszentmiklósi járás;27,9558901;TYWF103;2024
Szigetvári járás;37,42481622;TYWF103;2024
Szikszói járás;25,47033285;TYWF103;2024
Szobi járás;53,73775973;TYWF103;2024
Szolnoki járás;37,88760321;TYWF103;2024
Szombathelyi járás;43,45924671;TYWF103;2024
Tabi járás;37,83213092;TYWF103;2024
Tamási járás;44,56460382;TYWF103;2024
Tapolcai járás;123,8284402;TYWF103;2024
Tatabányai járás;35,88616244;TYWF103;2024
Tatai járás;54,30683361;TYWF103;2024
Téti járás;26,66319828;TYWF103;2024
Tiszafüredi járás;66,0291439;TYWF103;2024
Tiszakécskei járás;61,03383849;TYWF103;2024
Tiszaújvárosi járás;49,33416132;TYWF103;2024
Tiszavasvári járás;46,10309606;TYWF103;2024
Tokaji járás;120,2565473;TYWF103;2024
Tolnai járás;43,66812227;TYWF103;2024
Törökszentmiklósi járás;29,92835334;TYWF103;2024
Váci járás;35,49945765;TYWF103;2024
Várpalotai járás;31,35858971;TYWF103;2024
Vásárosnaményi járás;30,89325644;TYWF103;2024
Vasvári járás;33,70170076;TYWF103;2024
Vecsési járás;41,20117265;TYWF103;2024
Veszprémi járás;43,52347572;TYWF103;2024
Záhonyi járás;23,48796242;TYWF103;2024
Zalaegerszegi járás;49,49395603;TYWF103;2024
Zalaszentgróti járás;42,15791354;TYWF103;2024
Zirci járás;41,02905301;TYWF103;2024
Ajkai járás;188,1063197;TYWF104;2024
Aszódi járás;222,5061896;TYWF104;2024
Bácsalmási járás;3,71221495;TYWF104;2024
Bajai járás;402,4581988;TYWF104;2024
Baktalórántházai járás;155,0459246;TYWF104;2024
Balassagyarmati járás;147,7730528;TYWF104;2024
Balatonalmádi járás;3917,90215;TYWF104;2024
Balatonfüredi járás;20068,77601;TYWF104;2024
Balmazújvárosi járás;344,4090798;TYWF104;2024
Barcsi járás;163,4615385;TYWF104;2024
Bátonyterenyei járás;375,893001;TYWF104;2024
Békéscsabai járás;335,8710685;TYWF104;2024
Békési járás;194,6592144;TYWF104;2024
Bélapátfalvai járás;5755,818439;TYWF104;2024
Berettyóújfalui járás;70,94285502;TYWF104;2024
Bicskei járás;429,8490932;TYWF104;2024
Bólyi járás;0;TYWF104;2024
Bonyhádi járás;234,6723044;TYWF104;2024
Budakeszi járás;1161,067714;TYWF104;2024
Budapest, illetve fiktív területi egység;2636,003605;TYWF104;2024
Ceglédi járás;342,0582255;TYWF104;2024
Celldömölki járás;930,800054;TYWF104;2024
Cigándi járás;48,86610967;TYWF104;2024
Csengeri járás;0;TYWF104;2024
Csongrádi járás;220,2598161;TYWF104;2024
Csornai járás;81,20693452;TYWF104;2024
Csurgói járás;70,70291049;TYWF104;2024
Dabasi járás;1321,205031;TYWF104;2024
Debreceni járás;832,3411139;TYWF104;2024
Derecskei járás;0;TYWF104;2024
Devecseri járás;6,55666835;TYWF104;2024
Dombóvári járás;494,2528736;TYWF104;2024
Dunakeszi járás;123,3962957;TYWF104;2024
Dunaújvárosi járás;205,0480411;TYWF104;2024
Edelényi járás;111,4019045;TYWF104;2024
Egri járás;4553,228052;TYWF104;2024
Encsi járás;380,7553026;TYWF104;2024
Enyingi járás;186,3521134;TYWF104;2024
Érdi járás;66,68184232;TYWF104;2024
Esztergomi járás;1433,732709;TYWF104;2024
Fehérgyarmati járás;115,9994177;TYWF104;2024
Fonyódi járás;2779,127402;TYWF104;2024
Füzesabonyi járás;261,5235497;TYWF104;2024
Gárdonyi járás;2333,047478;TYWF104;2024
Gödöllői járás;236,457582;TYWF104;2024
Gönci járás;355,8843815;TYWF104;2024
Gyáli járás;202,5851184;TYWF104;2024
Gyomaendrődi járás;276,298862;TYWF104;2024
Gyöngyösi járás;2029,880357;TYWF104;2024
Győri járás;1128,364655;TYWF104;2024
Gyulai járás;4043,297275;TYWF104;2024
Hajdúböszörményi járás;171,5190547;TYWF104;2024
Hajdúhadházi járás;4,78833849;TYWF104;2024
Hajdúnánási járás;658,0696431;TYWF104;2024
Hajdúszoboszlói járás;6015,512137;TYWF104;2024
Hatvani járás;50,69552402;TYWF104;2024
Hegyháti járás;1,5623564;TYWF104;2024
Hevesi járás;199,5572806;TYWF104;2024
Hódmezővásárhelyi járás;388,4610108;TYWF104;2024
Ibrányi járás;12,43404451;TYWF104;2024
Jánoshalmai járás;0;TYWF104;2024
Jászapáti járás;273,080535;TYWF104;2024
Jászberényi járás;105,9737378;TYWF104;2024
Kalocsai járás;227,0935851;TYWF104;2024
Kaposvári járás;425,1976657;TYWF104;2024
Kapuvári járás;228,997743;TYWF104;2024
Karcagi járás;1234,356678;TYWF104;2024
Kazincbarcikai járás;165,6982813;TYWF104;2024
Kecskeméti járás;1005,433874;TYWF104;2024
Kemecsei járás;5,35566483;TYWF104;2024
Keszthelyi járás;10975,28727;TYWF104;2024
Kisbéri járás;44,7257384;TYWF104;2024
Kiskőrösi járás;456,6719518;TYWF104;2024
Kiskunfélegyházi járás;53,63995566;TYWF104;2024
Kiskunhalasi járás;173,3852612;TYWF104;2024
Kiskunmajsai járás;1402,761474;TYWF104;2024
Kisteleki járás;3692,743632;TYWF104;2024
Kisvárdai járás;315,9539114;TYWF104;2024
Komáromi járás;522,5626033;TYWF104;2024
Komlói járás;1678,285295;TYWF104;2024
Körmendi járás;1381,979489;TYWF104;2024
Kőszegi járás;9389,036493;TYWF104;2024
Kunhegyesi járás;185,6804422;TYWF104;2024
Kunszentmártoni járás;1715,495669;TYWF104;2024
Kunszentmiklósi járás;75,01205982;TYWF104;2024
Lenti járás;2442,864485;TYWF104;2024
Letenyei járás;611,6860261;TYWF104;2024
Makói járás;472,6628376;TYWF104;2024
Marcali járás;510,6071917;TYWF104;2024
Martonvásári járás;196,3078893;TYWF104;2024
Mátészalkai járás;43,42456948;TYWF104;2024
Mezőcsáti járás;0;TYWF104;2024
Mezőkovácsházai járás;19,41899371;TYWF104;2024
Mezőkövesdi járás;2639,71106;TYWF104;2024
Mezőtúri járás;486,4676739;TYWF104;2024
Miskolci járás;790,4265974;TYWF104;2024
Mohácsi járás;268,5655521;TYWF104;2024
Monori járás;368,4997172;TYWF104;2024
Mórahalmi járás;1314,471602;TYWF104;2024
Móri járás;501,9197312;TYWF104;2024
Mosonmagyaróvári járás;2176,283053;TYWF104;2024
Nagyatádi járás;319,2271484;TYWF104;2024
Nagykállói járás;31,23656684;TYWF104;2024
Nagykanizsai járás;4093,966913;TYWF104;2024
Nagykátai járás;146,5215913;TYWF104;2024
Nagykőrösi járás;99,05642785;TYWF104;2024
Nyíradonyi járás;318,5799411;TYWF104;2024
Nyírbátori járás;393,8188727;TYWF104;2024
Nyíregyházai járás;932,0928329;TYWF104;2024
Orosházi járás;414,3888485;TYWF104;2024
Oroszlányi járás;202,9094657;TYWF104;2024
Ózdi járás;69,01479489;TYWF104;2024
Paksi járás;323,8716193;TYWF104;2024
Pannonhalmi járás;397,0893971;TYWF104;2024
Pápai járás;384,0804715;TYWF104;2024
Pásztói járás;344,8734089;TYWF104;2024
Pécsi járás;701,2170865;TYWF104;2024
Pécsváradi járás;438,3916991;TYWF104;2024
Pétervásárai járás;2483,140629;TYWF104;2024
Pilisvörösvári járás;55,24556463;TYWF104;2024
Putnoki járás;185,7648258;TYWF104;2024
Püspökladányi járás;166,6997645;TYWF104;2024
Ráckevei járás;961,9838489;TYWF104;2024
Rétsági járás;510,0903801;TYWF104;2024
Salgótarjáni járás;142,0421084;TYWF104;2024
Sárbogárdi járás;285,077951;TYWF104;2024
Sarkadi járás;76,35228494;TYWF104;2024
Sárospataki járás;1839,941478;TYWF104;2024
Sárvári járás;5142,443591;TYWF104;2024
Sátoraljaújhelyi járás;1360,190063;TYWF104;2024
Sellyei járás;0;TYWF104;2024
Siklósi járás;2860,128521;TYWF104;2024
Siófoki járás;10292,65253;TYWF104;2024
Soproni járás;1954,056457;TYWF104;2024
Sümegi járás;2617,019759;TYWF104;2024
Szarvasi járás;1800,721518;TYWF104;2024
Szécsényi járás;962,6395235;TYWF104;2024
Szegedi járás;1239,741542;TYWF104;2024
Szeghalmi járás;266,3755459;TYWF104;2024
Székesfehérvári járás;472,7209622;TYWF104;2024
Szekszárdi járás;333,4159171;TYWF104;2024
Szentendrei járás;1819,522225;TYWF104;2024
Szentesi járás;342,2116662;TYWF104;2024
Szentgotthárdi járás;2760,36967;TYWF104;2024
Szentlőrinci járás;46,87959965;TYWF104;2024
Szerencsi járás;372,9317512;TYWF104;2024
Szigetszentmiklósi járás;183,6725211;TYWF104;2024
Szigetvári járás;245,7562932;TYWF104;2024
Szikszói járás;0,46309696;TYWF104;2024
Szobi járás;1836,07993;TYWF104;2024
Szolnoki járás;264,9991157;TYWF104;2024
Szombathelyi járás;416,5983345;TYWF104;2024
Tabi járás;51,73323949;TYWF104;2024
Tamási járás;349,7727205;TYWF104;2024
Tapolcai járás;4631,928496;TYWF104;2024
Tatabányai járás;451,4289109;TYWF104;2024
Tatai járás;1310,227787;TYWF104;2024
Téti járás;31,28048384;TYWF104;2024
Tiszafüredi járás;2305,555556;TYWF104;2024
Tiszakécskei járás;1535,395474;TYWF104;2024
Tiszaújvárosi járás;1029,462499;TYWF104;2024
Tiszavasvári járás;76,18934065;TYWF104;2024
Tokaji járás;5742,116515;TYWF104;2024
Tolnai járás;227,6564774;TYWF104;2024
Törökszentmiklósi járás;85,7946129;TYWF104;2024
Váci járás;108,132475;TYWF104;2024
Várpalotai járás;35,87874679;TYWF104;2024
Vásárosnaményi járás;339,4727551;TYWF104;2024
Vasvári járás;26,56948037;TYWF104;2024
Vecsési járás;3215,236511;TYWF104;2024
Veszprémi járás;513,9621769;TYWF104;2024
Záhonyi járás;43,86376982;TYWF104;2024
Zalaegerszegi járás;320,97042;TYWF104;2024
Zalaszentgróti járás;1493,890675;TYWF104;2024
Zirci járás;1750,609891;TYWF104;2024
Ajkai járás;377,7827623;TYWF105;2024
Aszódi járás;380,5074142;TYWF105;2024
Bácsalmási járás;4,7728478;TYWF105;2024
