NEV;VALUE;M_KOD;VON_IDO
Békés vármegye;79;TYWB203;2024
Borsod-Abaúj-Zemplén vármegye;78;TYWB203;2024
Budapest;80,6;TYWB203;2024
Csongrád-Csanád vármegye;80,1;TYWB203;2024
Fejér vármegye;79,7;TYWB203;2024
Győr-Moson-Sopron vármegye;80,2;TYWB203;2024
Hajdú-Bihar vármegye;79,5;TYWB203;2024
Heves vármegye;78,6;TYWB203;2024
Jász-Nagykun-Szolnok vármegye;78,1;TYWB203;2024
Komárom-Esztergom vármegye;79,1;TYWB203;2024
Nógrád vármegye;77,8;TYWB203;2024
Pest vármegye;80,1;TYWB203;2024
Somogy vármegye;79,5;TYWB203;2024
Szabolcs-Szatmár-Bereg vármegye;78,4;TYWB203;2024
Tolna vármegye;79,2;TYWB203;2024
Vas vármegye;80;TYWB203;2024
Veszprém vármegye;80,3;TYWB203;2024
Zala vármegye;79,8;TYWB203;2024
Bács-Kiskun vármegye;4,6481306;TYWB301;2024
Baranya vármegye;4,7750923;TYWB301;2024
Békés vármegye;4,55645735;TYWB301;2024
Borsod-Abaúj-Zemplén vármegye;4,71870481;TYWB301;2024
Budapest;5,25118266;TYWB301;2024
Csongrád-Csanád vármegye;5,01853979;TYWB301;2024
Fejér vármegye;4,956733;TYWB301;2024
Győr-Moson-Sopron vármegye;4,87250422;TYWB301;2024
Hajdú-Bihar vármegye;4,87181926;TYWB301;2024
Heves vármegye;4,70444791;TYWB301;2024
Jász-Nagykun-Szolnok vármegye;4,74662169;TYWB301;2024
Komárom-Esztergom vármegye;5,41344477;TYWB301;2024
Nógrád vármegye;4,64256688;TYWB301;2024
Pest vármegye;4,45494871;TYWB301;2024
Somogy vármegye;4,40185544;TYWB301;2024
Szabolcs-Szatmár-Bereg vármegye;4,87242887;TYWB301;2024
Tolna vármegye;4,43346757;TYWB301;2024
Vas vármegye;4,56057854;TYWB301;2024
Veszprém vármegye;4,3715749;TYWB301;2024
Zala vármegye;4,25511358;TYWB301;2024
Bács-Kiskun vármegye;37,4;TYWB302;2024
Baranya vármegye;38,1;TYWB302;2024
Békés vármegye;37,6;TYWB302;2024
Borsod-Abaúj-Zemplén vármegye;35,8;TYWB302;2024
Budapest;38;TYWB302;2024
Csongrád-Csanád vármegye;37,1;TYWB302;2024
Fejér vármegye;38;TYWB302;2024
Győr-Moson-Sopron vármegye;36,7;TYWB302;2024
Hajdú-Bihar vármegye;35,5;TYWB302;2024
Heves vármegye;35,6;TYWB302;2024
Jász-Nagykun-Szolnok vármegye;36,9;TYWB302;2024
Komárom-Esztergom vármegye;37,1;TYWB302;2024
Nógrád vármegye;36,4;TYWB302;2024
Pest vármegye;38,2;TYWB302;2024
Somogy vármegye;38,6;TYWB302;2024
Szabolcs-Szatmár-Bereg vármegye;33,6;TYWB302;2024
Tolna vármegye;37,9;TYWB302;2024
Vas vármegye;37,3;TYWB302;2024
Veszprém vármegye;37,7;TYWB302;2024
Zala vármegye;39;TYWB302;2024
Bács-Kiskun vármegye;34,1;TYWB303;2024
Baranya vármegye;35,3;TYWB303;2024
Békés vármegye;34,3;TYWB303;2024
Borsod-Abaúj-Zemplén vármegye;33;TYWB303;2024
Budapest;35,2;TYWB303;2024
Csongrád-Csanád vármegye;34,2;TYWB303;2024
Fejér vármegye;35,1;TYWB303;2024
Győr-Moson-Sopron vármegye;34,1;TYWB303;2024
Hajdú-Bihar vármegye;32,8;TYWB303;2024
Heves vármegye;32,7;TYWB303;2024
Jász-Nagykun-Szolnok vármegye;33,6;TYWB303;2024
Komárom-Esztergom vármegye;34,5;TYWB303;2024
Nógrád vármegye;33,3;TYWB303;2024
Pest vármegye;35,1;TYWB303;2024
Somogy vármegye;35,2;TYWB303;2024
Szabolcs-Szatmár-Bereg vármegye;30,7;TYWB303;2024
Tolna vármegye;34,5;TYWB303;2024
Vas vármegye;34,1;TYWB303;2024
Veszprém vármegye;34,6;TYWB303;2024
Zala vármegye;35,5;TYWB303;2024
Bács-Kiskun vármegye;66;TYWB304;2024
Baranya vármegye;60;TYWB304;2024
Békés vármegye;67;TYWB304;2024
Borsod-Abaúj-Zemplén vármegye;65;TYWB304;2024
Budapest;61;TYWB304;2024
Csongrád-Csanád vármegye;65;TYWB304;2024
Fejér vármegye;69;TYWB304;2024
Győr-Moson-Sopron vármegye;64;TYWB304;2024
Hajdú-Bihar vármegye;65;TYWB304;2024
Heves vármegye;67;TYWB304;2024
Jász-Nagykun-Szolnok vármegye;67;TYWB304;2024
Komárom-Esztergom vármegye;72;TYWB304;2024
Nógrád vármegye;66;TYWB304;2024
Pest vármegye;60;TYWB304;2024
Somogy vármegye;62;TYWB304;2024
Szabolcs-Szatmár-Bereg vármegye;69;TYWB304;2024
Tolna vármegye;65;TYWB304;2024
Vas vármegye;67;TYWB304;2024
Veszprém vármegye;64;TYWB304;2024
Zala vármegye;66;TYWB304;2024
Bács-Kiskun vármegye;1,80783306;TYWB305;2024
Baranya vármegye;1,85950384;TYWB305;2024
Békés vármegye;1,97079725;TYWB305;2024
Borsod-Abaúj-Zemplén vármegye;1,59677455;TYWB305;2024
Budapest;1,74999874;TYWB305;2024
Csongrád-Csanád vármegye;1,87262787;TYWB305;2024
Fejér vármegye;1,97601104;TYWB305;2024
Győr-Moson-Sopron vármegye;1,89015911;TYWB305;2024
Hajdú-Bihar vármegye;1,75078002;TYWB305;2024
Heves vármegye;1,92406633;TYWB305;2024
Jász-Nagykun-Szolnok vármegye;1,84290645;TYWB305;2024
Komárom-Esztergom vármegye;1,96308077;TYWB305;2024
Nógrád vármegye;1,94275281;TYWB305;2024
Pest vármegye;1,9510068;TYWB305;2024
Somogy vármegye;1,89729233;TYWB305;2024
Szabolcs-Szatmár-Bereg vármegye;1,74726141;TYWB305;2024
Tolna vármegye;1,81523974;TYWB305;2024
Vas vármegye;1,72540538;TYWB305;2024
Veszprém vármegye;1,82572267;TYWB305;2024
Zala vármegye;1,46474845;TYWB305;2024
Bács-Kiskun vármegye;35,32256672;TYWB306;2024
Baranya vármegye;34,5280689;TYWB306;2024
Békés vármegye;36,43955638;TYWB306;2024
Borsod-Abaúj-Zemplén vármegye;28,67936937;TYWB306;2024
Budapest;31,80763097;TYWB306;2024
Csongrád-Csanád vármegye;36,27788065;TYWB306;2024
Fejér vármegye;39,17747065;TYWB306;2024
Győr-Moson-Sopron vármegye;37,23905207;TYWB306;2024
Hajdú-Bihar vármegye;33,06597162;TYWB306;2024
Heves vármegye;36,49514973;TYWB306;2024
Jász-Nagykun-Szolnok vármegye;34,88040014;TYWB306;2024
Komárom-Esztergom vármegye;36,2153577;TYWB306;2024
Nógrád vármegye;36,12809394;TYWB306;2024
Pest vármegye;46,79332498;TYWB306;2024
Somogy vármegye;39,28409364;TYWB306;2024
Szabolcs-Szatmár-Bereg vármegye;31,94353084;TYWB306;2024
Tolna vármegye;33,09437581;TYWB306;2024
Vas vármegye;34,69258611;TYWB306;2024
Veszprém vármegye;35,35592037;TYWB306;2024
Zala vármegye;30,74346149;TYWB306;2024
Bács-Kiskun vármegye;-1,4;TYWC001;2024
Baranya vármegye;-0,2;TYWC001;2024
Békés vármegye;-3,4;TYWC001;2024
Borsod-Abaúj-Zemplén vármegye;-6,3;TYWC001;2024
Budapest;1,9;TYWC001;2024
Csongrád-Csanád vármegye;0,2;TYWC001;2024
Fejér vármegye;3,2;TYWC001;2024
Győr-Moson-Sopron vármegye;4;TYWC001;2024
Hajdú-Bihar vármegye;-3,4;TYWC001;2024
Heves vármegye;-1,9;TYWC001;2024
Jász-Nagykun-Szolnok vármegye;-1,9;TYWC001;2024
Komárom-Esztergom vármegye;0,9;TYWC001;2024
Nógrád vármegye;-1,9;TYWC001;2024
Pest vármegye;4,9;TYWC001;2024
Somogy vármegye;-1,5;TYWC001;2024
Szabolcs-Szatmár-Bereg vármegye;-7;TYWC001;2024
Tolna vármegye;-3,3;TYWC001;2024
Vas vármegye;0,9;TYWC001;2024
Veszprém vármegye;1,1;TYWC001;2024
Zala vármegye;-0,3;TYWC001;2024
Bács-Kiskun vármegye;12,6;TYWC002;2025
Bács-Kiskun vármegye;11,8;TYWC002;2024
Baranya vármegye;29,5;TYWC002;2024
Baranya vármegye;31,2;TYWC002;2025
Békés vármegye;7,7;TYWC002;2025
Békés vármegye;7,1;TYWC002;2024
Borsod-Abaúj-Zemplén vármegye;12,5;TYWC002;2024
Borsod-Abaúj-Zemplén vármegye;12,5;TYWC002;2025
Budapest;67,6;TYWC002;2024
Budapest;69,3;TYWC002;2025
Csongrád-Csanád vármegye;17,4;TYWC002;2024
Csongrád-Csanád vármegye;19,5;TYWC002;2025
Fejér vármegye;16,5;TYWC002;2024
Fejér vármegye;15,6;TYWC002;2025
Győr-Moson-Sopron vármegye;37,6;TYWC002;2024
Győr-Moson-Sopron vármegye;36,8;TYWC002;2025
Hajdú-Bihar vármegye;20,7;TYWC002;2024
Hajdú-Bihar vármegye;26,1;TYWC002;2025
Heves vármegye;13,1;TYWC002;2024
Heves vármegye;12,3;TYWC002;2025
Jász-Nagykun-Szolnok vármegye;10;TYWC002;2024
Jász-Nagykun-Szolnok vármegye;9;TYWC002;2025
Komárom-Esztergom vármegye;23,3;TYWC002;2025
Komárom-Esztergom vármegye;27,1;TYWC002;2024
Nógrád vármegye;10,1;TYWC002;2025
Nógrád vármegye;10,2;TYWC002;2024
Pest vármegye;13,1;TYWC002;2025
Pest vármegye;13,2;TYWC002;2024
Somogy vármegye;30,6;TYWC002;2025
Somogy vármegye;27,9;TYWC002;2024
Szabolcs-Szatmár-Bereg vármegye;6,7;TYWC002;2024
Szabolcs-Szatmár-Bereg vármegye;6,9;TYWC002;2025
Tolna vármegye;14,1;TYWC002;2024
Tolna vármegye;16,1;TYWC002;2025
Vas vármegye;22;TYWC002;2024
Vas vármegye;20,3;TYWC002;2025
Veszprém vármegye;16;TYWC002;2024
Veszprém vármegye;14,3;TYWC002;2025
Zala vármegye;31,3;TYWC002;2025
Zala vármegye;31,8;TYWC002;2024
Bács-Kiskun vármegye;2,8;TYWC003;2024
Baranya vármegye;6,3;TYWC003;2024
Békés vármegye;1,6;TYWC003;2024
Borsod-Abaúj-Zemplén vármegye;1,8;TYWC003;2024
Budapest;13,1;TYWC003;2024
Csongrád-Csanád vármegye;5,2;TYWC003;2024
Fejér vármegye;3;TYWC003;2024
Győr-Moson-Sopron vármegye;4,6;TYWC003;2024
Hajdú-Bihar vármegye;9,6;TYWC003;2024
Heves vármegye;3;TYWC003;2024
Jász-Nagykun-Szolnok vármegye;2;TYWC003;2024
Komárom-Esztergom vármegye;3,4;TYWC003;2024
Nógrád vármegye;1,7;TYWC003;2024
Pest vármegye;2,2;TYWC003;2024
Somogy vármegye;5,3;TYWC003;2024
Szabolcs-Szatmár-Bereg vármegye;1,5;TYWC003;2024
Tolna vármegye;4,5;TYWC003;2024
Vas vármegye;2,5;TYWC003;2024
Veszprém vármegye;2;TYWC003;2024
Zala vármegye;4,5;TYWC003;2024
Bács-Kiskun vármegye;1,7;TYWC004;2024
Baranya vármegye;4,3;TYWC004;2024
Békés vármegye;1;TYWC004;2024
Borsod-Abaúj-Zemplén vármegye;1,8;TYWC004;2024
Budapest;12;TYWC004;2024
Csongrád-Csanád vármegye;3,2;TYWC004;2024
Fejér vármegye;3,7;TYWC004;2024
Győr-Moson-Sopron vármegye;4,8;TYWC004;2024
Hajdú-Bihar vármegye;3,9;TYWC004;2024
Heves vármegye;3,6;TYWC004;2024
Jász-Nagykun-Szolnok vármegye;2,8;TYWC004;2024
Komárom-Esztergom vármegye;6,1;TYWC004;2024
Nógrád vármegye;1,9;TYWC004;2024
Pest vármegye;2;TYWC004;2024
Somogy vármegye;3,1;TYWC004;2024
Szabolcs-Szatmár-Bereg vármegye;1,1;TYWC004;2024
Tolna vármegye;2,3;TYWC004;2024
Vas vármegye;4,4;TYWC004;2024
Veszprém vármegye;3,4;TYWC004;2024
Zala vármegye;3,6;TYWC004;2024
Bács-Kiskun vármegye;3,7;TYWC005;2024
Baranya vármegye;5,5;TYWC005;2024
Békés vármegye;5,2;TYWC005;2024
Borsod-Abaúj-Zemplén vármegye;3,9;TYWC005;2024
Budapest;2,4;TYWC005;2024
Csongrád-Csanád vármegye;3,8;TYWC005;2024
Fejér vármegye;2,9;TYWC005;2024
Győr-Moson-Sopron vármegye;12,9;TYWC005;2024
Hajdú-Bihar vármegye;3,3;TYWC005;2024
Heves vármegye;2,7;TYWC005;2024
Jász-Nagykun-Szolnok vármegye;2,8;TYWC005;2024
Komárom-Esztergom vármegye;3,6;TYWC005;2024
Nógrád vármegye;3,2;TYWC005;2024
Pest vármegye;2,3;TYWC005;2024
Somogy vármegye;8,1;TYWC005;2024
Szabolcs-Szatmár-Bereg vármegye;2,9;TYWC005;2024
Tolna vármegye;4,7;TYWC005;2024
Vas vármegye;12,6;TYWC005;2024
Veszprém vármegye;4,5;TYWC005;2024
Zala vármegye;11,3;TYWC005;2024
Bács-Kiskun vármegye;3;TYWC006;2024
Baranya vármegye;4,4;TYWC006;2024
Békés vármegye;3,6;TYWC006;2024
Borsod-Abaúj-Zemplén vármegye;3;TYWC006;2024
Budapest;1,4;TYWC006;2024
Csongrád-Csanád vármegye;2,9;TYWC006;2024
Fejér vármegye;2,1;TYWC006;2024
Győr-Moson-Sopron vármegye;8;TYWC006;2024
Hajdú-Bihar vármegye;2,3;TYWC006;2024
Heves vármegye;2,2;TYWC006;2024
Jász-Nagykun-Szolnok vármegye;1,9;TYWC006;2024
Komárom-Esztergom vármegye;2,5;TYWC006;2024
Nógrád vármegye;2,9;TYWC006;2024
Pest vármegye;1,5;TYWC006;2024
Somogy vármegye;6;TYWC006;2024
Szabolcs-Szatmár-Bereg vármegye;2;TYWC006;2024
Tolna vármegye;3,9;TYWC006;2024
Vas vármegye;7,8;TYWC006;2024
Veszprém vármegye;3,3;TYWC006;2024
Zala vármegye;9,6;TYWC006;2024
Bács-Kiskun vármegye;-0,3;TYWC007;2024
Baranya vármegye;-0,8;TYWC007;2024
Békés vármegye;-2,5;TYWC007;2024
Borsod-Abaúj-Zemplén vármegye;-4,1;TYWC007;2024
Budapest;-0,6;TYWC007;2024
Csongrád-Csanád vármegye;-0,4;TYWC007;2024
Fejér vármegye;2,7;TYWC007;2024
Győr-Moson-Sopron vármegye;3,2;TYWC007;2024
Hajdú-Bihar vármegye;-2,4;TYWC007;2024
Heves vármegye;0,1;TYWC007;2024
Jász-Nagykun-Szolnok vármegye;-0,9;TYWC007;2024
Komárom-Esztergom vármegye;0,3;TYWC007;2024
Nógrád vármegye;-1,8;TYWC007;2024
Pest vármegye;4,3;TYWC007;2024
Somogy vármegye;0,5;TYWC007;2024
Szabolcs-Szatmár-Bereg vármegye;-4,8;TYWC007;2024
Tolna vármegye;-2,3;TYWC007;2024
Vas vármegye;1,5;TYWC007;2024
Veszprém vármegye;1,4;TYWC007;2024
Zala vármegye;0,5;TYWC007;2024
Bács-Kiskun vármegye;-1,1;TYWC008;2024
Baranya vármegye;0,6;TYWC008;2024
Békés vármegye;-0,9;TYWC008;2024
Borsod-Abaúj-Zemplén vármegye;-2,2;TYWC008;2024
Budapest;2,4;TYWC008;2024
Csongrád-Csanád vármegye;0,6;TYWC008;2024
Fejér vármegye;0,5;TYWC008;2024
Győr-Moson-Sopron vármegye;0,8;TYWC008;2024
Hajdú-Bihar vármegye;-1;TYWC008;2024
Heves vármegye;-2;TYWC008;2024
Jász-Nagykun-Szolnok vármegye;-0,9;TYWC008;2024
Komárom-Esztergom vármegye;0,5;TYWC008;2024
Nógrád vármegye;-0,1;TYWC008;2024
Pest vármegye;0,6;TYWC008;2024
Somogy vármegye;-1,9;TYWC008;2024
Szabolcs-Szatmár-Bereg vármegye;-2,2;TYWC008;2024
Tolna vármegye;-1;TYWC008;2024
Vas vármegye;-0,7;TYWC008;2024
Veszprém vármegye;-0,3;TYWC008;2024
Zala vármegye;-0,8;TYWC008;2024
Bács-Kiskun vármegye;0,1;TYWC009;2024
Baranya vármegye;0,1;TYWC009;2024
Békés vármegye;0,1;TYWC009;2024
Borsod-Abaúj-Zemplén vármegye;0,1;TYWC009;2024
Budapest;0,4;TYWC009;2024
Csongrád-Csanád vármegye;0,1;TYWC009;2024
Fejér vármegye;0,1;TYWC009;2024
Győr-Moson-Sopron vármegye;0,2;TYWC009;2024
Hajdú-Bihar vármegye;0,1;TYWC009;2024
Heves vármegye;0,1;TYWC009;2024
Jász-Nagykun-Szolnok vármegye;0,1;TYWC009;2024
Komárom-Esztergom vármegye;0,2;TYWC009;2024
Nógrád vármegye;0,1;TYWC009;2024
Pest vármegye;0,2;TYWC009;2024
Somogy vármegye;0,1;TYWC009;2024
Szabolcs-Szatmár-Bereg vármegye;0,1;TYWC009;2024
Tolna vármegye;0,1;TYWC009;2024
Vas vármegye;0,1;TYWC009;2024
Veszprém vármegye;0,1;TYWC009;2024
Zala vármegye;0,1;TYWC009;2024
Bács-Kiskun vármegye;44,1;TYWC010;2025
Bács-Kiskun vármegye;43,4;TYWC010;2024
Baranya vármegye;34;TYWC010;2024
Baranya vármegye;34,2;TYWC010;2025
Békés vármegye;44,2;TYWC010;2025
Békés vármegye;42,9;TYWC010;2024
Borsod-Abaúj-Zemplén vármegye;21,7;TYWC010;2024
Borsod-Abaúj-Zemplén vármegye;22,4;TYWC010;2025
Budapest;65,6;TYWC010;2024
Budapest;66,3;TYWC010;2025
Csongrád-Csanád vármegye;63,3;TYWC010;2024
Csongrád-Csanád vármegye;63,8;TYWC010;2025
Fejér vármegye;35,1;TYWC010;2024
Fejér vármegye;35,5;TYWC010;2025
Győr-Moson-Sopron vármegye;42,2;TYWC010;2024
Győr-Moson-Sopron vármegye;43,6;TYWC010;2025
Hajdú-Bihar vármegye;49,2;TYWC010;2024
Hajdú-Bihar vármegye;50,3;TYWC010;2025
Heves vármegye;28,5;TYWC010;2024
Heves vármegye;29,3;TYWC010;2025
Jász-Nagykun-Szolnok vármegye;22,9;TYWC010;2024
Jász-Nagykun-Szolnok vármegye;23,8;TYWC010;2025
Komárom-Esztergom vármegye;44,9;TYWC010;2025
Komárom-Esztergom vármegye;43,6;TYWC010;2024
Nógrád vármegye;23,7;TYWC010;2025
Nógrád vármegye;23;TYWC010;2024
Pest vármegye;55,9;TYWC010;2025
Pest vármegye;55,1;TYWC010;2024
Somogy vármegye;28;TYWC010;2025
Somogy vármegye;27,5;TYWC010;2024
Szabolcs-Szatmár-Bereg vármegye;70,4;TYWC010;2024
Szabolcs-Szatmár-Bereg vármegye;72;TYWC010;2025
Tolna vármegye;32,4;TYWC010;2024
Tolna vármegye;32,2;TYWC010;2025
Vas vármegye;29;TYWC010;2024
Vas vármegye;30,3;TYWC010;2025
Veszprém vármegye;29;TYWC010;2024
Veszprém vármegye;29,7;TYWC010;2025
Zala vármegye;26,3;TYWC010;2025
Zala vármegye;25,4;TYWC010;2024
Bács-Kiskun vármegye;124,0412898;TYWF001;2024
Baranya vármegye;104,5398368;TYWF001;2024
Békés vármegye;120,4446586;TYWF001;2024
Borsod-Abaúj-Zemplén vármegye;92,85888494;TYWF001;2024
Budapest;119,0060105;TYWF001;2024
Csongrád-Csanád vármegye;123,3941243;TYWF001;2024
Fejér vármegye;87,22722082;TYWF001;2024
Győr-Moson-Sopron vármegye;105,0147568;TYWF001;2024
Hajdú-Bihar vármegye;100,0328765;TYWF001;2024
Heves vármegye;107,7206273;TYWF001;2024
Jász-Nagykun-Szolnok vármegye;107,5127385;TYWF001;2024
Komárom-Esztergom vármegye;96,77139096;TYWF001;2024
Nógrád vármegye;93,4485362;TYWF001;2024
Pest vármegye;82,01273226;TYWF001;2024
Somogy vármegye;114,6962049;TYWF001;2024
Szabolcs-Szatmár-Bereg vármegye;108,3275222;TYWF001;2024
Tolna vármegye;124,751304;TYWF001;2024
Vas vármegye;100,6522854;TYWF001;2024
Veszprém vármegye;117,1758988;TYWF001;2024
Zala vármegye;120,0212922;TYWF001;2024
Bács-Kiskun vármegye;42,309133;TYWF103;2024
Baranya vármegye;47,30064529;TYWF103;2024
Békés vármegye;44,21839589;TYWF103;2024
Borsod-Abaúj-Zemplén vármegye;42,57464476;TYWF103;2024
Budapest;53,32869692;TYWF103;2024
Csongrád-Csanád vármegye;48,00234987;TYWF103;2024
Fejér vármegye;38,29779101;TYWF103;2024
Győr-Moson-Sopron vármegye;47,19621413;TYWF103;2024
Hajdú-Bihar vármegye;36,62552944;TYWF103;2024
Heves vármegye;52,81602889;TYWF103;2024
Jász-Nagykun-Szolnok vármegye;40,68899653;TYWF103;2024
Komárom-Esztergom vármegye;42,83871658;TYWF103;2024
Nógrád vármegye;42,33425607;TYWF103;2024
Pest vármegye;31,61359564;TYWF103;2024
Somogy vármegye;72,86947234;TYWF103;2024
Szabolcs-Szatmár-Bereg vármegye;36,86478366;TYWF103;2024
Tolna vármegye;42,91992355;TYWF103;2024
Vas vármegye;51,83266965;TYWF103;2024
Veszprém vármegye;69,86755464;TYWF103;2024
Zala vármegye;62,63331922;TYWF103;2024
Bács-Kiskun vármegye;586,9281768;TYWF104;2024
Baranya vármegye;822,9087761;TYWF104;2024
Békés vármegye;830,3941233;TYWF104;2024
Borsod-Abaúj-Zemplén vármegye;788,0843374;TYWF104;2024
Budapest;2636,003605;TYWF104;2024
Csongrád-Csanád vármegye;1024,828269;TYWF104;2024
Fejér vármegye;543,0712774;TYWF104;2024
Győr-Moson-Sopron vármegye;1308,677234;TYWF104;2024
Hajdú-Bihar vármegye;935,0084306;TYWF104;2024
Heves vármegye;2139,346526;TYWF104;2024
Jász-Nagykun-Szolnok vármegye;573,5833195;TYWF104;2024
Komárom-Esztergom vármegye;829,5607194;TYWF104;2024
Nógrád vármegye;329,1949781;TYWF104;2024
Pest vármegye;576,1143718;TYWF104;2024
Somogy vármegye;2359,265448;TYWF104;2024
Szabolcs-Szatmár-Bereg vármegye;396,579778;TYWF104;2024
Tolna vármegye;334,0910313;TYWF104;2024
Vas vármegye;2316,822613;TYWF104;2024
Veszprém vármegye;2709,529166;TYWF104;2024
Zala vármegye;3543,930746;TYWF104;2024
Bács-Kiskun vármegye;1257,004956;TYWF105;2024
Baranya vármegye;1757,784245;TYWF105;2024
Békés vármegye;2218,334028;TYWF105;2024
Borsod-Abaúj-Zemplén vármegye;1736,90801;TYWF105;2024
Budapest;6449,708018;TYWF105;2024
Csongrád-Csanád vármegye;1908,385853;TYWF105;2024
Fejér vármegye;1543,107114;TYWF105;2024
Győr-Moson-Sopron vármegye;2660,314472;TYWF105;2024
Hajdú-Bihar vármegye;2749,287196;TYWF105;2024
Heves vármegye;4498,109668;TYWF105;2024
Jász-Nagykun-Szolnok vármegye;1482,520602;TYWF105;2024
Komárom-Esztergom vármegye;1773,158637;TYWF105;2024
Nógrád vármegye;698,4425244;TYWF105;2024
Pest vármegye;1016,826905;TYWF105;2024
Somogy vármegye;5709,073369;TYWF105;2024
Szabolcs-Szatmár-Bereg vármegye;836,5770117;TYWF105;2024
Tolna vármegye;732,1268826;TYWF105;2024
Vas vármegye;6240,018241;TYWF105;2024
Veszprém vármegye;7146,961856;TYWF105;2024
Zala vármegye;9966,47641;TYWF105;2024
Bács-Kiskun vármegye;786,2396044;TYWF106;2024
Baranya vármegye;1264,715598;TYWF106;2024
Békés vármegye;1365,596265;TYWF106;2024
Borsod-Abaúj-Zemplén vármegye;1180,029693;TYWF106;2024
Budapest;3994,001338;TYWF106;2024
Csongrád-Csanád vármegye;1403,281578;TYWF106;2024
Fejér vármegye;698,4747779;TYWF106;2024
Győr-Moson-Sopron vármegye;1629,359183;TYWF106;2024
Hajdú-Bihar vármegye;1307,783261;TYWF106;2024
Heves vármegye;3136,231371;TYWF106;2024
Jász-Nagykun-Szolnok vármegye;820,0848664;TYWF106;2024
Komárom-Esztergom vármegye;1028,145906;TYWF106;2024
Nógrád vármegye;576,4225596;TYWF106;2024
Pest vármegye;728,8887193;TYWF106;2024
Somogy vármegye;3918,279385;TYWF106;2024
Szabolcs-Szatmár-Bereg vármegye;517,6937514;TYWF106;2024
Tolna vármegye;523,8430441;TYWF106;2024
Vas vármegye;2908,329872;TYWF106;2024
Veszprém vármegye;3889,72086;TYWF106;2024
Zala vármegye;4504,233189;TYWF106;2024
Bács-Kiskun vármegye;1831,788958;TYWF107;2024
Baranya vármegye;2864,007085;TYWF107;2024
Békés vármegye;3764,786137;TYWF107;2024
Borsod-Abaúj-Zemplén vármegye;2678,470587;TYWF107;2024
Budapest;9751,985659;TYWF107;2024
Csongrád-Csanád vármegye;2739,803044;TYWF107;2024
Fejér vármegye;1912,887458;TYWF107;2024
Győr-Moson-Sopron vármegye;3439,00536;TYWF107;2024
Hajdú-Bihar vármegye;4037,909826;TYWF107;2024
Heves vármegye;6781,563949;TYWF107;2024
Jász-Nagykun-Szolnok vármegye;2168,640593;TYWF107;2024
Komárom-Esztergom vármegye;2320,070707;TYWF107;2024
Nógrád vármegye;1224,997903;TYWF107;2024
Pest vármegye;1366,59347;TYWF107;2024
Somogy vármegye;10883,26414;TYWF107;2024
Szabolcs-Szatmár-Bereg vármegye;1181,373199;TYWF107;2024
Tolna vármegye;1254,068349;TYWF107;2024
Vas vármegye;7866,301843;TYWF107;2024
Veszprém vármegye;10389,02038;TYWF107;2024
Zala vármegye;12880,99281;TYWF107;2024
Bács-Kiskun vármegye;177,5059513;TYWF108;2024
Baranya vármegye;211,4148047;TYWF108;2024
Békés vármegye;284,4890463;TYWF108;2024
Borsod-Abaúj-Zemplén vármegye;219,5843366;TYWF108;2024
Budapest;392,9364251;TYWF108;2024
Csongrád-Csanád vármegye;173,844259;TYWF108;2024
Fejér vármegye;277,9755448;TYWF108;2024
Győr-Moson-Sopron vármegye;272,7669788;TYWF108;2024
Hajdú-Bihar vármegye;267,0299099;TYWF108;2024
Heves vármegye;411,3773939;TYWF108;2024
Jász-Nagykun-Szolnok vármegye;267,4379371;TYWF108;2024
Komárom-Esztergom vármegye;237,9186131;TYWF108;2024
Nógrád vármegye;252,9989095;TYWF108;2024
Pest vármegye;120,3621792;TYWF108;2024
Somogy vármegye;1506,899344;TYWF108;2024
Szabolcs-Szatmár-Bereg vármegye;137,8539279;TYWF108;2024
Tolna vármegye;135,0657731;TYWF108;2024
Vas vármegye;503,7500305;TYWF108;2024
Veszprém vármegye;1104,141355;TYWF108;2024
Zala vármegye;824,2187348;TYWF108;2024
Bács-Kiskun vármegye;316,9193547;TYWF109;2024
Baranya vármegye;483,6284522;TYWF109;2024
Békés vármegye;656,9915861;TYWF109;2024
Borsod-Abaúj-Zemplén vármegye;489,1419106;TYWF109;2024
Budapest;654,5894308;TYWF109;2024
Csongrád-Csanád vármegye;341,6850036;TYWF109;2024
Fejér vármegye;373,6125114;TYWF109;2024
Győr-Moson-Sopron vármegye;410,4968112;TYWF109;2024
Hajdú-Bihar vármegye;505,9898602;TYWF109;2024
Heves vármegye;937,4491132;TYWF109;2024
Jász-Nagykun-Szolnok vármegye;467,4230683;TYWF109;2024
Komárom-Esztergom vármegye;337,6974023;TYWF109;2024
Nógrád vármegye;422,2800101;TYWF109;2024
Pest vármegye;192,9896253;TYWF109;2024
Somogy vármegye;3223,242433;TYWF109;2024
Szabolcs-Szatmár-Bereg vármegye;229,1033924;TYWF109;2024
Tolna vármegye;260,1103795;TYWF109;2024
Vas vármegye;837,4253862;TYWF109;2024
Veszprém vármegye;2008,399706;TYWF109;2024
Zala vármegye;1629,903913;TYWF109;2024
Bács-Kiskun vármegye;505,3270207;TYWG001;2024
Baranya vármegye;488,8027612;TYWG001;2024
Békés vármegye;539,2495246;TYWG001;2024
Borsod-Abaúj-Zemplén vármegye;466,5696556;TYWG001;2024
Budapest;577,7657252;TYWG001;2024
Csongrád-Csanád vármegye;523,4008235;TYWG001;2024
